,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_month,journey_day,journey_dow,dep_hour,arr_hour,duration_mins,n_stops,has_meal,no_checkin,business_cls,red_eye,dep_period,is_weekend
9681,Air India,2019-05-09,Delhi,Cochin,,17:40,23:00,5h 20m,1 stop,No info,7174.0,5.0,9.0,3.0,17.0,23.0,320.0,1.0,0,0,0,0,Evening,0
9683,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9856.0,5.0,27.0,0.0,7.0,22.0,925.0,1.0,0,0,0,0,Morning,0
9684,Air India,2019-05-18,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 19 May,19h 45m,2 stops,No info,15170.0,5.0,18.0,5.0,16.0,12.0,1185.0,2.0,0,0,0,0,Afternoon,1
9685,IndiGo,2019-06-01,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442.0,6.0,1.0,5.0,7.0,22.0,895.0,1.0,0,0,0,0,Morning,1
9686,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1 stop,In-flight meal not included,12898.0,5.0,27.0,0.0,17.0,19.0,1530.0,1.0,1,0,0,0,Evening,0
9687,Jet Airways,2019-06-01,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,7229.0,6.0,1.0,5.0,8.0,11.0,180.0,0.0,1,0,0,0,Morning,1
9688,Air India,2019-05-09,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 10 May,15h 20m,2 stops,No info,13033.0,5.0,9.0,3.0,10.0,1.0,920.0,2.0,0,0,0,0,Morning,0
9689,Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 13 May,24h 40m,1 stop,In-flight meal not included,10703.0,5.0,12.0,6.0,20.0,21.0,1480.0,1.0,1,0,0,0,Evening,1
9690,IndiGo,2019-03-09,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,6297.0,3.0,9.0,5.0,13.0,15.0,135.0,0.0,0,0,0,0,Afternoon,1
9691,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1 stop,In-flight meal not included,9314.0,5.0,6.0,0.0,20.0,18.0,1295.0,1.0,1,0,0,0,Evening,0
9692,Vistara,2019-03-15,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,6138.0,3.0,15.0,4.0,9.0,12.0,165.0,0.0,0,0,0,0,Morning,0
9693,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838.0,6.0,24.0,0.0,9.0,21.0,705.0,1.0,0,0,0,0,Morning,0
9694,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,14:00,01:30 10 Jun,11h 30m,1 stop,No info,13377.0,6.0,9.0,6.0,14.0,1.0,690.0,1.0,0,0,0,0,Afternoon,1
9695,Air India,2019-05-18,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 19 May,23h 40m,2 stops,No info,10975.0,5.0,18.0,5.0,9.0,9.0,1420.0,2.0,0,0,0,0,Morning,1
9696,Jet Airways,,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1 stop,No info,13817.0,5.0,12.0,3.0,5.0,21.0,935.0,1.0,0,0,0,0,Morning,0
9697,Air India,2019-03-21,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 22 Mar,27h 20m,1 stop,No info,7532.0,3.0,21.0,3.0,6.0,9.0,1640.0,1.0,0,0,0,0,Morning,0
9700,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13727.0,5.0,15.0,2.0,13.0,21.0,480.0,1.0,0,0,0,0,Afternoon,0
9701,IndiGo,2019-05-09,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 10 May,14h 5m,1 stop,No info,8330.0,5.0,9.0,3.0,11.0,1.0,845.0,1.0,0,0,0,0,Morning,0
9702,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823.0,5.0,21.0,1.0,7.0,10.0,175.0,0.0,0,0,0,0,Morning,0
9704,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,10877.0,6.0,6.0,3.0,11.0,19.0,455.0,1.0,0,0,0,0,Morning,0
9705,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,18:55,08:15 13 Mar,13h 20m,1 stop,No info,13817.0,3.0,12.0,1.0,18.0,8.0,800.0,1.0,0,0,0,0,Evening,0
9706,Jet Airways,2019-06-27,Banglore,Delhi,,08:20,11:20,3h,non-stop,In-flight meal not included,6478.0,6.0,27.0,3.0,8.0,11.0,180.0,0.0,1,0,0,0,Morning,0
9708,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 22 May,21h 10m,1 stop,No info,16079.0,5.0,21.0,1.0,21.0,19.0,1270.0,1.0,0,0,0,0,Night,0
9710,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1 stop,No info,15077.0,3.0,6.0,2.0,6.0,19.0,755.0,1.0,0,0,0,0,Morning,0
9711,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,16:30,08:15 02 Apr,15h 45m,1 stop,In-flight meal not included,7064.0,4.0,1.0,0.0,16.0,8.0,945.0,1.0,1,0,0,0,Afternoon,0
9712,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15 22 May,18h 10m,1 stop,In-flight meal not included,9663.0,5.0,21.0,1.0,14.0,8.0,1090.0,1.0,1,0,0,0,Afternoon,0
9713,Air India,2019-03-06,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 07 Mar,21h 45m,2 stops,No info,11552.0,3.0,6.0,2.0,21.0,19.0,1305.0,2.0,0,0,0,0,Night,0
9714,Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 13 Jun,22h 5m,1 stop,In-flight meal not included,10262.0,6.0,12.0,2.0,20.0,19.0,1325.0,1.0,1,0,0,0,Evening,0
9715,SpiceJet,2019-04-15,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,5899.0,4.0,15.0,0.0,15.0,22.0,380.0,1.0,0,0,0,0,Afternoon,0
9716,Jet Airways,2019-06-01,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 02 Jun,22h,2 stops,No info,13376.0,6.0,1.0,5.0,14.0,12.0,1320.0,2.0,0,0,0,0,Afternoon,1
9717,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:25 13 Mar,15h 30m,1 stop,No info,13817.0,3.0,12.0,1.0,18.0,10.0,930.0,1.0,0,0,0,0,Evening,0
9718,Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 02 May,24h,1 stop,,8610.0,5.0,1.0,2.0,20.0,20.0,1440.0,1.0,0,0,0,0,Evening,0
9719,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 10 May,19h 25m,1 stop,In-flight meal not included,12373.0,5.0,9.0,3.0,9.0,4.0,1165.0,1.0,1,0,0,0,Morning,0
9720,SpiceJet,2019-05-27,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1 stop,No info,5673.0,5.0,27.0,0.0,17.0,22.0,295.0,1.0,0,0,0,0,Evening,0
9721,Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 02 Apr,22h 30m,1 stop,No info,7927.0,4.0,1.0,0.0,20.0,18.0,1350.0,1.0,0,0,0,0,Evening,0
9722,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262.0,6.0,24.0,0.0,2.0,19.0,1005.0,1.0,1,0,0,0,Night,0
9724,Air India,2019-03-01,Banglore,New Delhi,BLR → BBI → DEL,09:30,12:05 02 Mar,26h 35m,1 stop,No info,12704.0,3.0,1.0,4.0,9.0,12.0,1595.0,1.0,0,0,0,0,Morning,0
9725,Air India,2019-05-09,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 10 May,25h 15m,1 stop,No info,6612.0,5.0,9.0,3.0,12.0,13.0,1515.0,1.0,0,0,0,0,Afternoon,0
9726,IndiGo,2019-06-09,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823.0,6.0,9.0,6.0,18.0,21.0,175.0,0.0,0,0,0,0,Evening,1
9727,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262.0,6.0,3.0,0.0,10.0,19.0,540.0,1.0,1,0,0,0,Morning,0
9730,Jet Airways,2019-04-06,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,5177.0,4.0,6.0,5.0,11.0,19.0,450.0,1.0,1,0,0,0,Morning,1
9731,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 10 Jun,24h 45m,1 stop,In-flight meal not included,10844.0,6.0,9.0,6.0,20.0,20.0,1485.0,1.0,1,0,0,0,Evening,1
9732,IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No info,4077.0,6.0,1.0,5.0,0.0,3.0,170.0,0.0,0,0,0,0,Night,1
9733,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55,09:15 25 Mar,16h 20m,1 stop,No info,14231.0,3.0,24.0,6.0,16.0,9.0,980.0,1.0,0,0,0,0,Afternoon,1
9734,Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,14h 35m,2 stops,No info,13250.0,3.0,12.0,1.0,8.0,23.0,875.0,2.0,0,0,0,0,Morning,0
9735,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1 stop,No info,13817.0,3.0,12.0,1.0,7.0,21.0,860.0,1.0,0,0,0,0,Morning,0
9736,SpiceJet,2019-03-09,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,6205.0,3.0,9.0,5.0,20.0,23.0,170.0,0.0,0,0,0,0,Evening,1
9737,Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 28 Jun,13h 30m,2 stops,No info,12819.0,6.0,27.0,3.0,23.0,12.0,810.0,2.0,0,0,0,0,Night,0
9738,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,,4591.0,4.0,15.0,0.0,13.0,15.0,170.0,0.0,0,0,0,0,Afternoon,0
9740,SpiceJet,2019-06-09,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0,6.0,9.0,6.0,17.0,20.0,140.0,0.0,0,0,0,0,Evening,1
9741,IndiGo,2019-04-03,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4174.0,4.0,3.0,2.0,4.0,7.0,155.0,0.0,0,0,0,0,Night,0
9742,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,6216.0,5.0,27.0,0.0,6.0,9.0,190.0,0.0,0,0,0,0,Morning,0
9743,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 10 May,25h,1 stop,No info,10624.0,5.0,9.0,3.0,17.0,18.0,1500.0,1.0,0,0,0,0,Evening,0
9744,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,6152.0,6.0,24.0,0.0,7.0,22.0,870.0,1.0,0,0,0,0,Morning,0
9745,IndiGo,2019-03-09,Delhi,Cochin,DEL → BOM → COK,20:30,01:35 10 Mar,5h 5m,1 stop,No info,6937.0,3.0,9.0,5.0,20.0,1.0,305.0,1.0,0,0,0,0,Evening,1
9748,Jet Airways,2019-06-06,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678.0,6.0,6.0,3.0,2.0,4.0,85.0,0.0,0,0,0,0,Night,0
9749,Air India,2019-03-15,Banglore,New Delhi,BLR → VGA → DEL,10:30,11:20 16 Mar,24h 50m,1 stop,No info,7013.0,3.0,15.0,4.0,10.0,11.0,1490.0,1.0,0,0,0,0,Morning,0
9750,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 22 May,28h,1 stop,No info,16079.0,5.0,21.0,1.0,15.0,19.0,1680.0,1.0,0,0,0,0,Afternoon,0
9751,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,10539.0,6.0,6.0,3.0,9.0,18.0,505.0,1.0,1,0,0,0,Morning,0
9752,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,11841.0,5.0,6.0,0.0,16.0,23.0,425.0,1.0,1,0,0,0,Afternoon,0
9753,IndiGo,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,19:35,00:35 16 Mar,5h,1 stop,No info,10509.0,3.0,15.0,4.0,19.0,0.0,300.0,1.0,0,0,0,0,Evening,0
9754,IndiGo,2019-06-03,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,6.0,3.0,0.0,13.0,15.0,140.0,0.0,0,0,0,0,Afternoon,0
9755,Air India,2019-05-01,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 02 May,28h 20m,2 stops,No info,15532.0,5.0,1.0,2.0,9.0,13.0,1700.0,2.0,0,0,0,0,Morning,0
9756,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,06:50,21:00,14h 10m,1 stop,In-flight meal not included,14086.0,3.0,9.0,5.0,6.0,21.0,850.0,1.0,1,0,0,0,Morning,1
9757,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1 stop,In-flight meal not included,5883.0,3.0,27.0,2.0,14.0,22.0,465.0,1.0,1,0,0,0,Afternoon,0
9759,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 02 May,25h,1 stop,In-flight meal not included,9314.0,5.0,1.0,2.0,17.0,18.0,1500.0,1.0,1,0,0,0,Evening,0
9760,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,13994.0,6.0,9.0,6.0,9.0,21.0,690.0,1.0,1,0,0,0,Morning,1
9761,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5073.0,4.0,27.0,5.0,7.0,12.0,275.0,1.0,0,0,0,0,Morning,1
9762,Air Asia,2019-03-24,Banglore,New Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,3.0,24.0,6.0,11.0,13.0,165.0,0.0,0,0,0,0,Morning,1
9764,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 28 May,15h 10m,1 stop,No info,6795.0,5.0,27.0,0.0,10.0,1.0,910.0,1.0,0,0,0,0,Morning,0
9765,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 02 Apr,12h 10m,1 stop,No info,12681.0,4.0,1.0,0.0,16.0,4.0,730.0,1.0,0,0,0,0,Afternoon,0
9766,Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 13 Jun,21h 35m,1 stop,In-flight meal not included,10262.0,6.0,12.0,2.0,15.0,12.0,1295.0,1.0,1,0,0,0,Afternoon,0
9767,Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 07 Jun,25h 50m,1 stop,No info,8820.0,6.0,6.0,3.0,17.0,18.0,1550.0,1.0,0,0,0,0,Evening,0
9768,Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BDQ → DEL,05:50,12:20,6h 30m,1 stop,In-flight meal not included,10037.0,3.0,9.0,5.0,5.0,12.0,390.0,1.0,1,0,0,0,Morning,1
9769,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1 stop,No info,11789.0,6.0,12.0,2.0,6.0,12.0,395.0,1.0,0,0,0,0,Morning,0
9770,GoAir,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,No info,7378.0,5.0,15.0,2.0,10.0,19.0,540.0,1.0,0,0,0,0,Morning,0
9771,IndiGo,,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823.0,5.0,12.0,3.0,18.0,21.0,175.0,0.0,0,0,0,0,Evening,0
9772,Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6478.0,6.0,24.0,0.0,19.0,22.0,180.0,0.0,1,0,0,0,Evening,0
9773,Jet Airways,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 02 Jun,18h 45m,2 stops,No info,13014.0,6.0,1.0,5.0,9.0,4.0,1125.0,2.0,0,0,0,0,Morning,1
9774,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844.0,5.0,24.0,4.0,16.0,22.0,365.0,1.0,1,0,0,0,Afternoon,0
9775,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,7408.0,6.0,27.0,3.0,8.0,21.0,780.0,1.0,0,0,0,0,Morning,0
9777,SpiceJet,2019-05-06,Chennai,Kolkata,,17:45,20:05,2h 20m,non-stop,No info,3597.0,5.0,6.0,0.0,17.0,20.0,140.0,0.0,0,0,0,0,Evening,0
9781,Air India,2019-06-12,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,3100.0,6.0,12.0,2.0,19.0,20.0,75.0,0.0,0,0,0,0,Evening,0
9784,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 10 May,14h 30m,1 stop,No info,10953.0,5.0,9.0,3.0,20.0,10.0,870.0,1.0,0,0,0,0,Evening,0
9785,Air India,2019-05-09,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55 10 May,18h 25m,2 stops,No info,14214.0,5.0,9.0,3.0,14.0,8.0,1105.0,2.0,0,0,0,0,Afternoon,0
9786,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093.0,6.0,24.0,0.0,7.0,21.0,810.0,1.0,0,0,0,0,Morning,0
9787,Air India,2019-06-24,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 25 Jun,30h 20m,2 stops,No info,12436.0,6.0,24.0,0.0,12.0,19.0,1820.0,2.0,0,0,0,0,Afternoon,0
9788,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 19 May,29h 35m,2 stops,No info,15129.0,5.0,18.0,5.0,13.0,19.0,1775.0,2.0,0,0,0,0,Afternoon,1
9790,Air India,2019-05-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,12:30 25 May,26h 40m,2 stops,No info,15170.0,5.0,24.0,4.0,9.0,12.0,1600.0,2.0,0,0,0,0,Morning,0
9792,IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 02 Jun,14h 5m,1 stop,No info,6206.0,6.0,1.0,5.0,11.0,1.0,845.0,1.0,0,0,0,0,Morning,1
9793,SpiceJet,2019-05-09,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0,5.0,9.0,3.0,17.0,19.0,150.0,0.0,0,1,0,0,Evening,0
9794,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714.0,6.0,15.0,5.0,11.0,19.0,450.0,1.0,0,0,0,0,Morning,1
9795,IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16h 5m,1 stop,No info,6093.0,6.0,9.0,6.0,4.0,21.0,965.0,1.0,0,0,0,0,Night,1
9796,Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,8016.0,6.0,9.0,6.0,11.0,14.0,175.0,0.0,0,0,0,0,Morning,1
9797,Air India,2019-03-27,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 28 Mar,27h 20m,1 stop,No info,5117.0,3.0,27.0,2.0,6.0,9.0,1640.0,1.0,0,0,0,0,Morning,0
9798,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 02 May,20h 15m,1 stop,,8586.0,5.0,1.0,2.0,8.0,4.0,1215.0,1.0,0,0,0,0,Morning,0
9799,IndiGo,2019-03-09,Delhi,Cochin,DEL → BOM → COK,15:00,01:35 10 Mar,10h 35m,1 stop,No info,13611.0,3.0,9.0,5.0,15.0,1.0,635.0,1.0,0,0,0,0,Afternoon,1
9801,IndiGo,2019-05-09,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226.0,5.0,9.0,3.0,6.0,10.0,240.0,1.0,0,0,0,0,Morning,0
9802,Air India,2019-04-06,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,4651.0,4.0,6.0,5.0,17.0,19.0,165.0,0.0,0,0,0,0,Evening,1
9803,SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 May,2h 20m,non-stop,No info,3873.0,5.0,27.0,0.0,22.0,0.0,140.0,0.0,0,0,0,0,Night,0
9805,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13727.0,5.0,15.0,2.0,11.0,21.0,570.0,1.0,0,0,0,0,Morning,0
9807,SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,21:10,00:05 25 Apr,2h 55m,non-stop,No info,3625.0,4.0,24.0,2.0,21.0,0.0,175.0,0.0,0,0,0,0,Night,0
9808,IndiGo,2019-04-15,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442.0,4.0,15.0,0.0,7.0,16.0,515.0,1.0,0,0,0,0,Morning,0
9809,Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0,5.0,6.0,0.0,17.0,20.0,180.0,0.0,0,0,0,0,Evening,0
9811,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10 25 Mar,21h,1 stop,No info,13759.0,3.0,24.0,6.0,21.0,18.0,1260.0,1.0,0,0,0,0,Night,1
9812,Air India,2019-03-06,Mumbai,Hyderabad,BOM → BBI → HYD,12:00,12:25 07 Mar,24h 25m,1 stop,No info,14408.0,3.0,6.0,2.0,12.0,12.0,1465.0,1.0,0,0,0,0,Afternoon,0
9813,Air India,2019-06-09,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Jun,23h,2 stops,No info,13381.0,6.0,9.0,6.0,20.0,19.0,1380.0,2.0,0,0,0,0,Evening,1
9814,Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 02 Apr,27h 20m,1 stop,No info,9135.0,4.0,1.0,0.0,17.0,20.0,1640.0,1.0,0,0,0,0,Evening,0
9815,IndiGo,2019-05-15,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218.0,5.0,15.0,2.0,18.0,23.0,325.0,1.0,0,0,0,0,Evening,0
9816,SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174.0,4.0,27.0,5.0,9.0,11.0,145.0,0.0,0,0,0,0,Morning,1
9817,Air India,2019-06-06,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 07 Jun,16h 5m,1 stop,No info,6117.0,6.0,6.0,3.0,19.0,11.0,965.0,1.0,0,0,0,0,Evening,0
9819,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 13 Jun,24h 10m,1 stop,No info,12692.0,6.0,12.0,2.0,9.0,9.0,1450.0,1.0,0,0,0,0,Morning,0
9821,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,19:40,5h 45m,1 stop,In-flight meal not included,11134.0,3.0,24.0,6.0,13.0,19.0,345.0,1.0,1,0,0,0,Afternoon,1
9822,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,21:20,00:15 22 Mar,2h 55m,non-stop,No info,4777.0,3.0,24.0,6.0,21.0,0.0,175.0,0.0,0,0,0,0,Night,1
9823,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 19 May,25h 5m,1 stop,In-flight meal not included,12373.0,5.0,18.0,5.0,11.0,12.0,1505.0,1.0,1,0,0,0,Morning,1
9824,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,21:20,8h 15m,2 stops,No info,11966.0,3.0,3.0,6.0,13.0,21.0,495.0,2.0,0,0,0,0,Afternoon,1
9825,IndiGo,,Chennai,Kolkata,MAA → CCU,22:05,00:25 16 May,2h 20m,non-stop,No info,5277.0,5.0,12.0,3.0,22.0,0.0,140.0,0.0,0,0,0,0,Night,0
9826,Air India,2019-03-01,Banglore,New Delhi,BLR → BOM → AMD → DEL,08:50,23:55 02 Mar,39h 5m,2 stops,No info,17135.0,3.0,1.0,4.0,8.0,23.0,2345.0,2.0,0,0,0,0,Morning,0
9827,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714.0,6.0,6.0,3.0,14.0,19.0,300.0,1.0,0,0,0,0,Afternoon,0
9828,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,22:20,01:10 10 Mar,2h 50m,non-stop,No info,6144.0,3.0,9.0,5.0,22.0,1.0,170.0,0.0,0,0,0,0,Night,1
9829,Air India,2019-04-01,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5911.0,4.0,1.0,0.0,13.0,16.0,170.0,0.0,0,0,0,0,Afternoon,0
9830,Vistara,2019-03-12,Mumbai,Hyderabad,BOM → DEL → HYD,19:45,19:55 13 Mar,24h 10m,1 stop,No info,12080.0,3.0,12.0,1.0,19.0,19.0,1450.0,1.0,0,0,0,0,Evening,0
9831,IndiGo,2019-04-06,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No info,4423.0,4.0,6.0,5.0,10.0,13.0,170.0,0.0,0,0,0,0,Morning,1
9832,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,7618.0,5.0,27.0,0.0,9.0,21.0,720.0,1.0,0,0,0,0,Morning,0
9833,Air Asia,2019-05-27,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,5.0,27.0,0.0,11.0,13.0,165.0,0.0,0,0,0,0,Morning,0
